TableName,ColumnName,DataType,IsHidden,FormatString,Description
"DONOR_MASTER","SMALLEST_GIFT_DTE","DateTime","False","General Date",""
"DONOR_MASTER","SOFT_CREDIT_AMT","Double","False","",""
"DONOR_MASTER","SOFT_CREDIT_NUM","Int64","False","0",""
"DONOR_MASTER","STOP_MAIL_FLAG","String","False","",""
"DONOR_MASTER","UDEF_10A_1","String","False","",""
"DONOR_MASTER","UDEF_11_2N_1","Int64","False","0",""
"DONOR_MASTER","UDEF_11_2N_2","Int64","False","0",""
"DONOR_MASTER","UDEF_1A_1","String","False","",""
"DONOR_MASTER","UDEF_1A_10","String","False","",""
"DONOR_MASTER","UDEF_1A_2","String","False","",""
"DONOR_MASTER","UDEF_1A_3","String","False","",""
"DONOR_MASTER","UDEF_1A_4","String","False","",""
"DONOR_MASTER","UDEF_1A_5","String","False","",""
"DONOR_MASTER","UDEF_1A_6","String","False","",""
"DONOR_MASTER","UDEF_1A_7","String","False","",""
"DONOR_MASTER","UDEF_1A_8","String","False","",""
"DONOR_MASTER","UDEF_1A_9","String","False","",""
"DONOR_MASTER","UDEF_2A_1","String","False","",""
"DONOR_MASTER","UDEF_2A_2","String","False","",""
"DONOR_MASTER","UDEF_2A_3","String","False","",""
"DONOR_MASTER","UDEF_2A_4","String","False","",""
"DONOR_MASTER","UDEF_2A_5","String","False","",""
"DONOR_MASTER","UDEF_3A_1","String","False","",""
"DONOR_MASTER","UDEF_3A_2","String","False","",""
"DONOR_MASTER","UDEF_3A_3","String","False","",""
"DONOR_MASTER","UDEF_5A_1","String","False","",""
"DONOR_MASTER","UDEF_5A_2","String","False","",""
"DONOR_MASTER","UDEF_DTE_1","String","False","",""
"DONOR_MASTER","UDEF_DTE_2","String","False","",""
"DONOR_MASTER","UDEF_DTE_3","String","False","",""
"DONOR_MASTER","UDEF_ID_1","String","False","",""
"DONOR_MASTER","UDEF_ID_2","String","False","",""
"DONOR_MASTER","USER_NAME","String","False","",""
"DONOR_MASTER","YRS_CONT_GIVING","Int64","False","0",""
"DONOR_YEAR_SUM","CASH_GIFT_AMT","Double","False","",""
"DONOR_YEAR_SUM","CASH_GIFT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","DEFER_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","DEFER_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","DEFER_PMT_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","DEFER_PMT_NUM","Int64","False","0",""
"DONOR_YEAR_SUM","DON_RESTR_AMT","Int64","False","0",""
"DONOR_YEAR_SUM","DON_RESTR_NUM","Int64","False","0",""
